公历日期,十二值日,十二值神,黄道吉日,宜,忌
2034-11-10,成,天牢,是,祭祀、解除、祈福、开光、塑绘、斋醮、订盟、纳采、裁衣、冠笄、拆卸、修造、动土、入殓、除服、成服、移柩、启钻、安床、赴任、出行、移徙、竖柱、上梁、伐木、栽种、破土、安葬、纳畜,盖屋、治病
2034-11-11,成,天牢,是,祭祀、祈福、订盟、纳采、裁衣、合帐、冠笄、安机械、安床、造畜稠、入殓、移柩、启钻、安葬、谢土、除服、成服、会亲友、竖柱、上梁、经络、开市、交易、立券、纳财、纳畜、筑堤,嫁娶、入宅、治病、赴任
2034-11-12,收,玄武,否,沐浴、扫舍、馀事勿取,诸事不宜
2034-11-13,开,司命,是,诸事不宜,无
2034-11-14,闭,勾陈,否,祈福、斋醮、出行、订盟、纳采、入殓、移柩、破土、安葬、立碑、结网,入宅、作灶
2034-11-15,建,青龙,否,祭祀、沐浴、出行、冠笄、进人口、馀事勿取,嫁娶、动土、安葬、作灶
2034-11-16,除,明堂,是,祭祀、祈福、斋醮、塑绘、开光、订盟、纳采、裁衣、冠笄、嫁娶、拆卸、入宅、安香、入殓、移柩、理发、安葬、修坟、谢土、赴任、移徙、沐浴、治病、破土、启钻、整手足甲、入学、作梁,开市
2034-11-17,满,天刑,否,诸事不宜,无
2034-11-18,平,朱雀,否,开市、交易、立券、挂匾、纳财、开光、出行、入宅、移徙、安床、纳畜、入殓、移柩、安葬,栽种、破土、置产、祭祀、嫁娶、动土、作灶、祈福
2034-11-19,定,金匮,是,嫁娶、祭祀、祈福、求嗣、开光、出行、解除、出火、拆卸、进人口、入宅、移徙、安床、栽种、动土、修造、纳畜、入殓、安葬、立碑、除服、成服,无
2034-11-20,执,天德,是,开光、解除、拆卸、修造、动土、安床、纳畜、安葬、启钻、入殓,嫁娶、开市、出火、栽种、破土、入宅、移徙、安香、分居、掘井、作灶
2034-11-21,破,白虎,否,破屋、坏垣、馀事勿取,诸事不宜
2034-11-22,危,玉堂,是,嫁娶、祭祀、开光、出火、出行、拆卸、修造、动土、解除、开市、交易、立券、挂匾、纳财、入宅、移徙、安床、栽种、纳畜,探病、安葬
2034-11-23,成,天牢,是,祭祀、祈福、求嗣、开光、解除、理发、会亲友、栽种、纳畜、牧养、安葬、修坟、立碑、启钻,入宅、作灶、词讼、移徙、出行、赴任
2034-11-24,收,玄武,否,祭祀、沐浴、结网、移柩、入殓、除服、成服,安床、开市、交易、出货财、安葬、修坟、嫁娶、作灶
2034-11-25,开,司命,是,解除、馀事勿取,无
2034-11-26,闭,勾陈,否,安床、祭祀、开池、补垣、入殓、移柩、破土、启钻,入宅、移徙、嫁娶、掘井、作灶、出火、进人口、开市、开光
2034-11-27,建,青龙,否,祭祀、沐浴、馀事勿取,无
2034-11-28,除,明堂,是,嫁娶、开光、出行、解除、出火、拆卸、修造、进人口、动土、入宅、移徙、栽种、纳畜、掘井、安葬、除服、成服,置产、安床
2034-11-29,满,天刑,否,开光、裁衣、安门、会亲友、安床、结网、理发,嫁娶、冠笄、出行、祈福、安葬、伐木、入宅、移徙、出火、栽种、动土、上梁
2034-11-30,平,朱雀,否,嫁娶、开光、出行、出火、拆卸、修造、动土、入宅、移徙、安床、上梁、开市、交易、立券、栽种,祈福、祭祀、伐木、掘井、作灶、谢土
2034-12-01,定,金匮,是,嫁娶、祭祀、祈福、求嗣、开光、出火、出行、拆卸、开市、交易、立券、挂匾、伐木、入宅、移徙、安床、安葬,栽种、掘井、置产
2034-12-02,执,天德,是,祭祀、理发、针灸、解除、进人口、整手足甲,嫁娶、动土、造船、开池、掘井、出行、修造、入宅、上梁、移徙、安葬、破土、作灶、开市
2034-12-03,破,白虎,否,破屋、坏垣、求医、治病、馀事勿取,嫁娶、安葬
2034-12-04,危,玉堂,是,纳采、订盟、嫁娶、祭祀、祈福、雕刻、移徙、开市、入宅、出行、动土、会亲友、入学、修造、起基、安门、安床、造庙、解除、纳财、开池、造畜稠、牧养,上梁、开仓、出货财、盖屋、造船
2034-12-05,成,天牢,是,祭祀、祈福、求嗣、开光、解除、伐木、拆卸、修造、栽种、纳畜、安葬、修坟、立碑,嫁娶、进人口、入宅、移徙、出火、出行
2034-12-06,收,玄武,否,沐浴、扫舍、捕捉、畋猎、解除、塞穴、馀事勿取,嫁娶、入宅、开市、安床、破土、修坟
2034-12-07,开,司命,是,祭祀、沐浴、安床、纳财、畋猎、捕捉,开市、破土
2034-12-08,闭,勾陈,否,订盟、纳采、祭祀、祈福、修造、动土、上梁、破土,嫁娶、作灶
2034-12-09,建,青龙,否,出行、沐浴、理发、补垣、塞穴,入宅、安葬
2034-12-10,除,明堂,是,教牛马、馀事勿取,入宅、动土、破土
2034-12-11,除,明堂,是,嫁娶、出行、求医、治病、祭祀、祈福、上梁、纳畜,开市、安葬
2034-12-12,满,天刑,否,开市、立券、开光、解除、安机械、上梁、启钻、安葬,嫁娶、祈福
2034-12-13,平,朱雀,否,平治道涂、馀事勿取,诸事不宜
2034-12-14,定,金匮,是,求嗣、斋醮、塑绘、订盟、纳采、出火、拆卸、修造、动土、造桥、安机械、栽种、纳畜、牧养、入殓、除服、成服、移柩、破土、安葬,开市、嫁娶
2034-12-15,执,天德,是,嫁娶、订盟、纳采、祭祀、祈福、修造、动土、移徙、入宅,开市、安葬
2034-12-16,破,白虎,否,治病、破屋、坏垣、馀事勿取,诸事不宜
2034-12-17,危,玉堂,是,祭祀、祈福、求嗣、斋醮、开光、入学、订盟、冠笄、伐木、修造、动土、起基、放水、交易、开池,造桥、安门、理发、造庙、栽种、作灶
2034-12-18,成,天牢,是,解除、坏垣、馀事勿取,诸事不宜
2034-12-19,收,玄武,否,沐浴、理发、扫舍,伐木、纳畜、上梁、入宅、作灶、造畜稠、嫁娶、安葬、作梁、造船、安门
2034-12-20,开,司命,是,祭祀、开光、祈福、解除、作梁、动土、安床、掘井、栽种、纳畜、破土、移柩,嫁娶、出行、赴任、盖屋、入殓、入宅、移徙、出火、进人口、安葬
2034-12-21,闭,勾陈,否,作梁、修造、动土、安门、作灶、塞穴、开池、开厕、筑堤、补垣、栽种,嫁娶、祈福、掘井、行丧、安葬、安床
2034-12-22,建,青龙,否,安葬、启钻、移柩、入殓、除服、成服,馀事勿取
2034-12-23,除,明堂,是,嫁娶、祭祀、祈福、求嗣、出行、出火、拆卸、开市、交易、立券、挂匾、入宅、移徙、安床、栽种,作灶、塑绘、行丧、词讼、伐木、安葬
2034-12-24,满,天刑,否,理发、开光、解除、拆卸、修造、安葬、开市、交易、立券、挂匾、安床、栽种,入宅、移徙、作灶、祈福、祭祀、嫁娶、谢土、掘井、盖屋、探病
2034-12-25,平,朱雀,否,祭祀、修饰垣墙、馀事勿取,诸事不宜
2034-12-26,定,金匮,是,入宅、安床、开光、祭祀、出火、拆卸、动土、挂匾、入殓、破土、安葬、纳畜,嫁娶、开市、作灶、置产、作梁、伐木
2034-12-27,执,天德,是,祭祀、解除、馀事勿取,诸事不宜
2034-12-28,破,白虎,否,破屋、坏垣、祭祀、沐浴、馀事勿取,诸事不宜
2034-12-29,危,玉堂,是,安床、祭祀、祈福、求嗣、冠笄、伐木、架马、动土、开池、开厕、结网、入殓、除服、成服,安门、栽种、作灶、治病
2034-12-30,成,天牢,是,解除、扫舍、馀事勿取,诸事不宜
2034-12-31,收,玄武,否,祭祀、开光、理发、整手足甲、安床、作灶、扫舍、教牛马,伐木、纳畜、破土、安葬、开生坟、嫁娶、开市、动土、交易、作梁
2035-01-01,开,司命,是,祭祀、祈福、求嗣、开光、拆卸、修造、动土、上梁、安床、置产、栽种、破土,嫁娶、进人口、安葬、出行、赴任、入宅、移徙、入殓、开渠
2035-01-02,闭,勾陈,否,沐浴、冠笄、补垣、塞穴、裁衣、修造、作梁、开柱眼、安碓磑、筑堤、开厕、断蚁,移徙、入宅、嫁娶、祈福、开光、掘井
2035-01-03,建,青龙,否,交易、进人口、祭祀、沐浴、捕捉、入殓、除服、成服、安葬、谢土、启钻、修坟,斋醮、入宅、修造、动土、破土
2035-01-04,除,明堂,是,嫁娶、纳采、订盟、造车器、祭祀、祈福、造庙、安香、出火、出行、归宁、入学、入宅、交易、立券、求医、治病、修造、动土、竖柱、上梁、盖屋、起基、安门,斋醮、伐木、作梁、安葬、行丧
2035-01-05,满,天刑,否,沐浴、解除、订盟、纳采、裁衣、冠笄、拆卸、修造、动土、移徙、入宅、除服、成服、移柩、破土、启钻、安葬、扫舍、修坟、伐木、纳财、交易、立券,作灶、祭祀、上梁、出行
2035-01-06,平,朱雀,否,出行、嫁娶、订盟、纳采、入殓、安床、启钻、安葬、祭祀、裁衣、会亲友、进人口,无
2035-01-07,定,金匮,是,修饰垣墙、平治道涂、入殓、移柩、馀事勿取,嫁娶、移徙、入宅、开光
2035-01-08,执,天德,是,会亲友、纳采、进人口、修造、动土、竖柱、上梁、祭祀、开光、塑绘、祈福、斋醮、嫁娶、安床、移徙、入宅、安香、纳畜,出行、治病、安葬、开市
2035-01-09,执,天德,是,祭祀、会亲友、出行、订盟、纳采、沐浴、修造、动土、祈福、斋醮、嫁娶、拆卸、安床、入殓、移柩、安葬、谢土、赴任、裁衣、竖柱、上梁、伐木、捕捉、栽种、破土、安门,盖屋、开市、作灶、入宅
2035-01-10,破,白虎,否,解除、破屋、坏垣、馀事勿取,诸事不宜
2035-01-11,危,玉堂,是,塑绘、开光、出行、订盟、纳采、除服、成服、嫁娶、纳婿、入殓、移柩、启钻、安葬、立碑,入宅、安床
2035-01-12,成,天牢,是,入殓、除服、成服、移柩、启钻、安葬、立碑、馀事勿取,破土、伐木
2035-01-13,收,玄武,否,祭祀、祈福、斋醮、塑绘、开光、除服、成服、入殓、作灶、嫁娶、捕捉、畋猎、纳财,开仓、盖屋、安葬、安床
2035-01-14,开,司命,是,祭祀、出行、沐浴、裁衣、祈福、斋醮、订盟、纳采、嫁娶、安机械、开市、立券、安碓磑、纳畜,栽种、入殓、安葬
2035-01-15,闭,勾陈,否,祭祀、祈福、斋醮、沐浴、安床、安机械、造车器、入殓、移柩、启钻、安葬、立碑、合帐、经络、交易,作灶、掘井、嫁娶、入宅
2035-01-16,建,青龙,否,解除、扫舍、祭祀、教牛马、馀事勿取,无
2035-01-17,除,明堂,是,开市、交易、立券、挂匾、开光、解除、伐木、作梁、出火、入宅、移徙、安床、拆卸、动土、上梁、栽种、纳畜、安葬,嫁娶、祭祀、出行、置产
2035-01-18,满,天刑,否,开市、交易、立券、纳财、开池、补垣、嫁娶、纳采、纳畜、取渔、安床,修造、上梁、入宅、祈福、探病、掘井、动土、安门、安葬、作灶
2035-01-19,平,朱雀,否,祭祀、解除、修饰垣墙、平治道涂、馀事勿取,无
2035-01-20,定,金匮,是,嫁娶、祭祀、祈福、求嗣、动土、会亲友、起基、造仓、纳畜、牧养、开厕、进人口,掘井、安葬、栽种、出行、作灶、开市、入宅、安门
2035-01-21,执,天德,是,嫁娶、祭祀、祈福、求嗣、开光、入宅、移徙、安床、修造、动土、进人口,掘井、安葬、栽种、出行、作灶、开市、安门
2035-01-22,破,白虎,否,破屋、坏垣、馀事勿取,诸事不宜
2035-01-23,危,玉堂,是,嫁娶、开市、交易、立券、开光、出行、出火、拆卸、修造、入宅、移徙、动土、破土、移柩、安葬、启钻、除服、成服,安床、伐木、祈福、纳畜
2035-01-24,成,天牢,是,祭祀、入殓、破土、除服、成服、启钻、安葬、修坟、立碑、馀事勿取,无
2035-01-25,收,玄武,否,祭祀、解除、馀事勿取,诸事不宜
2035-01-26,开,司命,是,开市、交易、立券、纳财、纳畜、造畜稠、入宅、移徙、安床、开光、祈福、求嗣、动土,嫁娶、栽种、安葬、理发、造庙、作灶、入殓、行丧、造桥
2035-01-27,闭,勾陈,否,安床、裁衣、交易、立券、入殓、移柩、安葬、除服、成服,置产、嫁娶、出行、开光、栽种、动土、破土、入宅、治病
2035-01-28,建,青龙,否,祭祀、解除、造畜稠、教牛马、针灸、馀事勿取,嫁娶、动土、开池、安葬
2035-01-29,除,明堂,是,沐浴、塑绘、开光、纳采、订盟、开市、交易、立券、纳财、起基、动土、定磉、放水、安葬、破土、启钻、修坟、立碑、移柩,入宅、安门、祭祀、谢土
2035-01-30,满,天刑,否,嫁娶、出行、理发、安床、启钻、安葬、修坟、开市、交易、立券、纳财、开池、牧养,掘井、祈福、谢土、动土、入宅、上梁、修造、作灶
2035-01-31,平,朱雀,否,解除、平治道涂、馀事勿取,移徙、入宅、掘井、造庙、栽种、针灸、治病、开池
2035-02-01,定,金匮,是,嫁娶、祭祀、开光、伐木、出火、拆卸、入宅、移徙、修造、动土、上梁、安床、纳畜,开市、行丧、栽种、出行、出货财、安葬、置产、词讼、治病
2035-02-02,执,天德,是,嫁娶、纳采、订盟、入宅、移徙、安床、祭祀、祈福、开光、出行、解除、出火、拆卸、动土、纳畜、谢土、安葬、破土,伐木、开市、交易、上梁、作灶、安门、盖屋
2035-02-03,破,白虎,否,祭祀、破屋、坏垣、解除、馀事勿取,开市、动土、破土
2035-02-04,危,玉堂,是,求医、破屋,诸事不宜
2035-02-05,成,天牢,是,祈福、求嗣、斋醮、塑绘、开光、订盟、纳采、嫁娶、动土、入宅、安香、移柩、安葬、谢土、出行、沐浴、修造、竖柱、上梁、纳财、破土、解除、安门、放水,作灶、安床
2035-02-06,收,玄武,否,取渔、入殓、除服、成服、移柩、破土、安葬、立碑,嫁娶、上梁、入宅、作灶
2035-02-07,开,司命,是,祭祀、求嗣、沐浴、酬神、订盟、纳采、裁衣、合帐、冠笄、安机械、安床、造仓、开池、经络、纳财、开市、立券、交易、结网、取渔、纳畜、捕捉,安葬、作灶、伐木、作梁
2035-02-08,开,司命,是,祭祀、沐浴、祈福、求嗣、斋醮、订盟、纳采、裁衣、冠笄、开市、立券、交易、纳财、除服、谢土、出行、移柩,入殓、安葬、作灶、入宅
2035-02-09,闭,勾陈,否,祭祀、祈福、求嗣、入殓、启钻、安葬、移柩,开光、掘井、针灸、出行、嫁娶、入宅、移徙、作灶、动土
2035-02-10,建,青龙,否,安床、解除、裁衣、竖柱、上梁、交易、立券、纳财、纳畜、牧养、入殓、移柩、安葬、启钻,嫁娶、出行、动土、开渠、入宅、祭祀、掘井
2035-02-11,除,明堂,是,嫁娶、安床、开光、出行、祭祀、动土、出火、解除、会亲友、开市、交易、立券、挂匾、入宅、移徙、拆卸、破土、启钻、安葬,掘井、词讼
